10ASub1,10ASub2,10ASub3,10BSub1,10BSub2,10BSub3,11ASub1,11ASub2,11ASub3,11BSub1,11BSub2,11BSub3,12ASub1,12ASub2,12ASub3,12BSub1,12BSub2,12BSub3,TestNG3,TestSG3
66,68,76,71,68,81,73,70,81,74,74,76,85,84,82,88.0,88.0,87.0,33,46
77,72,76,80,78,74,77,66,73,81,78,68,80,80,71,93.0,91.0,80.0,30,41
59,65,76,52,58,76,54,58,69,53,58,70,82,69,73,64.0,90.0,59.0,23,36
69,61,67,66,61,63,52,56,76,61,64,71,84,78,75,89.0,90.0,93.0,30,44
62,39,47,60,58,41,52,44,45,42,48,41,21,29,30,24.0,23.0,6.0,21,27
61,51,82,63,54,81,63,44,68,61,62,59,85,45,66,76.0,28.0,62.0,24,38
50,36,68,51,41,74,30,60,54,35,61,49,62,42,58,20.0,35.0,35.0,27,39
50,54,84,55,51,77,59,45,74,63,45,75,74,41,77,82.0,42.0,84.0,26,40
49,38,65,43,37,46,35,44,42,28,41,35,77,32,50,60.0,40.0,66.0,12,22
60,50,72,55,42,68,55,43,54,49,44,47,76,45,59,36.0,41.0,47.0,21,33
68,61,83,68,57,70,81,58,71,78,60,71,73,69,79,89.0,45.0,66.0,38,52
83,46,75,70,49,67,81,43,69,78,44,68,74,55,65,91.0,50.0,87.0,27,39
66,52,79,67,57,76,72,53,75,74,70,73,94,49,81,87.0,55.0,94.0,26,39
55,61,76,52,49,67,50,56,71,49,53,64,78,58,56,61.0,44.0,60.0,24,36
55,60,72,58,62,67,66,60,68,68,62,54,66,64,68,30.0,61.0,79.0,33,44
65,56,71,61,53,71,55,52,66,67,53,64,68,65,67,80.0,60.0,90.0,26,39
85,59,60,82,53,59,91,60,64,80,58,62,83,61,62,97.0,59.0,72.0,37,50
58,45,83,50,35,63,65,41,83,55,53,72,79,60,74,87.0,61.0,88.0,43,49
76,65,78,75,52,69,72,58,71,75,58,74,64,61,73,84.0,62.0,84.0,38,44
32,39,58,33,40,53,33,31,55,42,33,50,29,33,56,38.0,1.0,2.0,15,23
58,48,63,48,42,51,58,41,61,1,2,1,0,1,0,1.0,1.0,2.0,29,41
33,43,70,28,41,62,41,47,58,39,63,65,71,42,66,62.0,26.0,88.0,20,32
58,45,71,56,40,47,54,64,70,62,66,70,77,63,76,86.0,24.0,61.0,34,41
78,73,82,76,62,76,72,64,82,65,72,79,69,65,79,71.0,33.0,85.0,40,47
61,51,68,56,28,63,51,51,65,49,61,55,83,29,65,62.0,32.0,81.0,18,30
67,60,75,61,47,77,48,59,68,53,53,67,85,46,68,63.0,38.0,60.0,19,33
54,36,78,54,42,75,58,58,71,59,72,73,78,64,79,71.0,42.0,88.0,32,40
64,65,81,61,62,61,60,45,80,60,48,77,60,54,81,61.0,42.0,74.0,19,33
75,49,87,76,46,80,68,63,79,62,72,78,86,48,71,76.0,45.0,82.0,20,35
62,61,85,60,60,76,53,45,74,56,47,70,81,53,72,70.0,62.0,84.0,37,41
63,64,75,51,46,72,42,48,67,41,40,65,78,44,67,59.0,61.0,60.0,28,33
72,47,75,68,48,64,66,46,77,68,47,77,77,40,78,81.0,60.0,85.0,39,46
77,60,81,77,63,76,65,59,76,61,45,73,99,61,70,78.0,59.0,83.0,23,35
79,43,86,78,50,73,73,54,73,69,68,77,83,73,74,90.0,59.0,89.0,32,45
94,47,84,96,61,81,89,61,81,93,61,79,80,64,84,90.0,63.0,82.0,34,48
83,56,77,71,53,71,69,65,76,75,71,75,94,59,72,89.0,60.0,74.0,42,49
86,57,85,80,52,81,73,60,82,64,49,84,88,68,89,93.0,60.0,86.0,47,53
60,66,67,60,62,69,59,68,67,61,64,72,80,64,74,79.0,65.0,84.0,34,47
60,47,70,55,54,67,61,53,73,64,65,74,85,77,81,85.0,66.0,80.0,37,52
69,55,79,66,50,76,76,63,79,76,73,74,77,70,73,89.0,72.0,85.0,33,47
77,59,87,77,72,85,87,75,85,84,75,83,85,78,80,92.0,72.0,83.0,37,52
53,70,70,58,72,67,39,43,73,1,65,2,82,60,66,65.0,73.0,79.0,27,40
49,47,74,57,52,68,41,74,76,47,81,72,81,59,67,66.0,76.0,86.0,24,36
90,63,83,86,61,81,82,83,77,82,79,82,96,82,79,97.0,79.0,89.0,39,53
66,67,74,60,62,66,62,65,65,65,77,71,72,69,71,80.0,82.0,89.0,33,47
81,84,81,83,73,56,74,78,59,77,77,69,94,76,75,78.0,83.0,1.0,39,51
65,71,78,73,62,78,70,69,79,75,71,77,84,80,79,87.0,86.0,88.0,35,48
67,66,77,71,58,67,70,65,77,66,63,79,79,76,75,84.0,85.0,90.0,37,50
86,68,85,81,62,81,91,86,89,87,86,85,92,71,86,94.0,89.0,88.0,32,47
80,81,85,75,80,78,81,76,89,76,79,86,80,86,84,97.0,91.0,87.0,38,53
91,76,87,91,80,82,92,73,89,86,76,84,84,84,84,88.0,92.0,83.0,36,50
58,68,76,62,72,71,69,68,75,71,84,72,96,89,76,81.0,96.0,88.0,45,50
87,86,84,84,78,76,93,81,78,90,83,80,74,84,81,95.0,98.0,82.0,48,52
60,60,80,69,56,75,79,62,64,68,55,62,71,49,66,80.0,13.0,39.0,25,36
89,67,81,81,62,81,81,60,72,85,60,74,83,66,77,94.0,64.0,83.0,32,45
77,59,74,75,65,74,74,62,78,75,67,80,78,78,73,76.0,62.0,94.0,33,47
73,55,67,67,37,62,64,47,64,59,52,51,85,57,62,81.0,66.0,83.0,26,37
73,75,79,70,74,82,81,77,76,82,79,65,70,74,70,86.0,67.0,84.0,44,50
63,71,69,63,59,81,81,74,62,85,74,58,12,82,57,82.0,69.0,49.0,32,44
86,65,81,83,64,82,92,69,77,91,73,77,84,74,80,94.0,72.0,64.0,38,53
71,71,79,83,76,81,84,69,80,88,71,76,66,80,67,80.0,75.0,88.0,46,52
71,61,78,73,61,76,86,77,75,82,80,74,81,61,64,87.0,76.0,86.0,39,42
54,58,73,51,64,60,63,63,65,65,75,61,70,78,62,82.0,73.0,78.0,31,43
55,57,80,66,58,81,69,66,74,76,75,74,79,78,74,85.0,81.0,71.0,41,47
44,58,80,48,60,80,59,64,75,64,64,75,85,73,74,80.0,80.0,89.0,31,45
85,70,84,83,66,84,93,69,85,92,67,80,90,71,79,93.0,82.0,92.0,37,50
61,59,77,74,64,77,74,66,80,75,61,80,71,76,77,86.0,84.0,83.0,35,49
81,55,86,79,56,75,80,62,80,86,78,80,91,61,85,97.0,81.0,95.0,34,48
65,59,67,72,58,53,84,60,66,91,70,66,74,84,65,92.0,85.0,84.0,36,50
76,81,81,76,69,75,91,91,87,92,83,79,70,91,68,89.0,87.0,89.0,52,56
97,80,93,98,84,88,98,72,91,98,82,89,100,89,97,101.0,98.0,100.0,50,54
57,70,68,47,50,59,36,45,67,37,23,65,77,41,55,15.0,31.0,0.0,17,25
60,40,64,52,48,60,48,40,62,48,60,64,86,51,64,67.0,40.0,83.0,29,36
64,60,72,75,61,77,64,52,75,75,61,78,90,70,90,73.0,42.0,59.0,41,48
62,66,60,62,62,61,61,66,61,52,62,59,79,74,48,71.0,42.0,92.0,33,39
75,61,81,65,51,77,63,58,77,64,61,78,71,62,80,75.0,42.0,88.0,33,45
62,50,72,62,47,68,66,50,72,67,54,69,77,62,69,87.0,53.0,80.0,38,46
81,63,76,75,50,72,71,50,63,64,50,62,72,61,82,1.0,58.0,85.0,33,48
49,38,61,51,37,47,45,51,66,42,54,63,83,41,70,60.0,59.0,88.0,37,39
72,52,81,70,45,74,74,54,80,78,55,75,76,73,78,90.0,60.0,77.0,23,38
49,56,71,55,68,69,57,46,75,46,48,68,90,60,74,67.0,64.0,81.0,32,37
60,68,74,54,69,64,61,64,66,64,70,57,73,79,69,78.0,71.0,86.0,29,41
69,66,69,68,47,55,58,62,62,62,68,64,77,61,73,83.0,69.0,62.0,41,46
83,42,76,82,34,59,73,40,74,65,21,75,87,69,76,64.0,72.0,58.0,26,38
51,64,85,60,57,82,38,40,75,29,51,71,80,74,80,61.0,77.0,86.0,47,49
82,72,77,83,67,81,85,73,76,92,76,71,85,82,76,97.0,79.0,81.0,52,55
60,49,78,61,49,77,53,41,74,49,60,69,78,60,73,69.0,78.0,82.0,35,39
60,77,78,63,69,68,67,70,80,68,71,70,102,71,75,83.0,59.0,94.0,47,46
73,73,77,69,69,74,61,66,74,68,65,69,65,66,75,88.0,61.0,94.0,48,47
85,73,83,84,64,79,85,67,76,86,63,74,73,71,79,86.0,60.0,84.0,47,35
60,68,70,64,71,73,60,78,68,59,80,74,65,62,71,67.0,60.0,86.0,45,33
78,70,79,72,63,80,70,63,74,75,66,74,85,74,82,88.0,60.0,86.0,50,49
41,68,60,45,65,61,43,71,70,43,71,67,71,69,69,49.0,65.0,83.0,40,38
62,73,72,58,60,65,54,62,63,52,61,66,95,65,70,78.0,61.0,88.0,40,37
77,65,79,67,67,70,77,77,74,75,76,75,71,72,74,87.0,65.0,87.0,48,45
65,58,76,64,54,78,67,67,73,69,81,61,86,64,75,73.0,64.0,95.0,45,33
70,67,84,72,58,76,77,63,73,81,74,80,82,70,74,95.0,66.0,93.0,49,49
74,82,84,75,69,77,73,70,76,75,76,70,77,67,79,89.0,65.0,90.0,48,48
62,65,72,55,72,65,59,66,65,65,76,68,78,68,68,79.0,72.0,85.0,45,45
70,79,77,73,76,75,78,65,71,75,72,67,80,76,78,80.0,72.0,91.0,49,37
94,56,69,88,62,58,93,62,67,94,73,58,73,70,73,90.0,71.0,87.0,50,37
78,66,75,82,62,78,86,69,76,85,69,72,81,78,75,86.0,74.0,87.0,50,36
63,68,67,59,73,65,63,66,62,70,75,69,83,67,69,89.0,74.0,85.0,48,47
79,83,80,84,72,80,87,77,76,87,74,75,81,80,83,83.0,74.0,93.0,55,52
91,72,87,87,66,86,74,73,84,80,77,83,82,65,75,94.0,70.0,90.0,55,40
63,67,70,66,62,60,70,69,72,70,72,65,74,66,62,89.0,73.0,44.0,47,34
81,65,78,74,64,73,76,61,69,72,73,63,70,68,68,94.0,70.0,88.0,55,42
63,72,74,72,67,59,55,63,69,66,62,70,41,64,30,83.0,70.0,86.0,23,13
74,86,79,65,77,74,65,70,81,75,80,85,90,81,80,84.0,73.0,96.0,52,37
90,68,84,90,67,72,86,69,73,81,72,72,58,76,62,89.0,73.0,66.0,50,47
58,70,66,67,65,64,63,64,75,73,67,72,75,62,64,94.0,76.0,63.0,50,48
73,86,79,82,77,76,82,73,76,78,81,74,68,75,64,80.0,73.0,42.0,48,36
73,69,80,66,70,75,77,72,80,79,78,76,74,76,64,91.0,76.0,59.0,50,36
79,71,80,83,67,77,74,73,74,74,79,72,72,73,69,78.0,79.0,89.0,50,46
80,83,80,81,81,81,79,78,76,75,82,62,88,90,69,95.0,84.0,96.0,51,38
76,70,83,70,63,75,65,64,71,66,65,70,82,67,60,81.0,84.0,58.0,44,42
87,89,87,84,89,86,90,80,78,90,84,82,89,87,74,95.0,87.0,93.0,55,51
92,89,91,89,79,87,95,81,88,98,87,84,90,91,88,99.0,84.0,99.0,59,58
79,77,78,76,60,69,72,74,79,84,81,77,68,74,68,92.0,85.0,68.0,52,39
80,81,91,81,78,87,80,82,84,88,78,85,75,83,84,94.0,89.0,96.0,56,41
92,90,86,89,85,81,93,90,87,91,87,85,98,89,88,97.0,90.0,93.0,58,43
68,65,79,60,62,74,47,50,73,33,55,73,68,36,43,59.0,44.0,23.0,29,32
68,64,79,64,52,76,55,35,78,57,61,73,79,41,54,70.0,62.0,88.0,38,28
65,55,69,66,58,65,63,63,75,65,62,69,61,54,51,81.0,58.0,60.0,39,29
83,81,84,88,74,78,83,75,81,80,78,80,76,71,75,2.0,59.0,2.0,47,46
72,58,64,75,62,50,70,44,66,64,52,56,80,50,48,81.0,52.0,81.0,46,38
64,72,76,65,65,73,63,56,78,71,69,71,77,53,67,75.0,52.0,83.0,46,46
82,79,73,77,71,68,70,71,64,71,74,70,68,66,62,89.0,50.0,83.0,45,32
51,57,75,44,59,71,42,37,57,39,39,45,78,53,65,61.0,58.0,81.0,41,27
59,80,74,71,76,66,60,67,63,62,78,65,68,68,64,61.0,59.0,82.0,38,26
69,69,78,73,67,75,65,58,80,60,66,80,68,59,72,62.0,58.0,75.0,40,28
62,74,74,60,62,65,55,63,59,62,75,63,64,56,69,68.0,49.0,76.0,39,27
74,60,73,70,63,68,66,49,73,58,52,66,80,56,65,80.0,49.0,76.0,42,46
90,70,85,82,53,76,79,61,63,83,72,62,73,59,72,0.0,52.0,86.0,41,42
78,66,79,79,55,66,76,60,63,71,61,54,71,50,68,77.0,58.0,76.0,39,28
83,77,75,76,64,76,63,64,59,62,76,60,94,61,67,74.0,62.0,80.0,52,42
77,78,76,70,68,68,75,68,68,77,81,63,76,67,72,85.0,59.0,82.0,45,33
79,61,78,73,61,73,74,51,70,69,61,70,68,49,79,93.0,60.0,90.0,45,34
81,64,77,77,56,68,80,45,67,79,51,71,81,64,74,95.0,60.0,84.0,44,44
61,73,77,68,59,77,66,60,71,73,65,69,65,57,65,80.0,61.0,82.0,42,31
64,74,81,70,67,82,75,73,78,80,73,70,79,74,80,90.0,63.0,81.0,53,40
53,66,68,64,64,71,61,60,65,60,73,63,73,72,68,74.0,62.0,77.0,54,53
65,59,69,63,58,64,69,59,69,76,66,71,83,66,71,81.0,64.0,82.0,42,40
74,72,78,67,69,75,71,78,72,78,76,68,73,70,75,80.0,65.0,84.0,46,45
78,70,71,75,67,60,67,79,72,67,72,75,87,62,72,75.0,68.0,72.0,47,49
54,79,73,56,67,63,51,56,63,58,74,56,86,65,70,80.0,67.0,84.0,46,45
72,84,72,70,82,60,70,79,67,70,83,72,87,78,63,74.0,69.0,89.0,53,39
83,70,87,83,71,81,83,64,82,78,73,76,86,77,72,94.0,71.0,83.0,50,49
69,82,77,78,78,68,72,75,69,71,72,73,75,71,64,75.0,68.0,83.0,48,46
71,76,76,75,67,73,87,71,71,92,72,70,87,78,69,80.0,70.0,79.0,54,40
77,88,76,79,77,80,84,81,73,77,83,70,75,76,74,85.0,74.0,63.0,45,42
87,78,82,87,71,73,77,81,82,84,74,74,70,72,72,79.0,74.0,78.0,46,33
73,71,80,69,63,74,68,73,76,76,72,74,93,76,75,86.0,79.0,83.0,51,50
77,78,84,81,75,85,78,79,78,76,72,76,73,84,70,2.0,76.0,78.0,50,47
71,73,76,70,70,67,71,70,70,70,75,63,67,75,73,73.0,78.0,85.0,51,44
65,82,87,69,70,77,64,80,73,76,82,77,78,73,74,83.0,80.0,86.0,50,45
83,67,82,82,84,83,90,77,77,89,83,80,87,86,84,95.0,80.0,73.0,55,40
79,81,90,81,77,84,85,79,81,86,85,83,76,81,83,80.0,85.0,88.0,50,48
82,87,83,81,84,76,84,86,72,85,85,72,79,90,71,85.0,86.0,84.0,54,52
81,85,84,84,92,81,81,87,78,87,90,80,80,96,70,70.0,87.0,85.0,53,39
56,72,64,56,60,62,59,43,62,46,57,51,61,39,61,76.0,62.0,76.0,31,25
55,57,66,64,58,58,65,59,59,64,66,56,70,42,67,50.0,60.0,78.0,41,39
67,45,80,64,46,78,52,49,78,45,62,69,76,42,63,0.0,1.0,2.0,29,33
68,68,68,64,52,59,59,61,64,62,61,56,71,63,56,65.0,32.0,71.0,37,34
53,68,76,46,64,69,46,47,68,52,42,68,68,45,63,63.0,35.0,76.0,39,41
63,65,76,54,70,72,67,60,76,72,66,68,77,58,69,69.0,39.0,72.0,36,26
50,71,77,49,59,53,46,51,72,55,52,74,75,68,69,67.0,60.0,76.0,41,30
67,68,77,61,73,73,64,67,72,58,67,61,77,61,60,80.0,62.0,89.0,44,44
72,71,81,71,71,73,60,54,54,74,72,72,87,75,73,74.0,60.0,86.0,45,43
55,77,74,62,62,65,63,62,69,66,70,72,73,44,69,85.0,58.0,81.0,48,46
76,65,73,72,60,63,76,61,67,79,72,58,73,63,64,82.0,62.0,83.0,40,42
83,70,75,77,51,68,77,68,73,72,68,70,74,48,70,77.0,60.0,81.0,44,43
73,83,88,73,84,84,82,74,77,77,73,83,80,76,77,90.0,63.0,80.0,54,53
60,45,76,58,74,60,58,71,70,62,73,74,86,74,63,78.0,60.0,66.0,48,47
69,42,66,59,52,72,52,47,69,48,46,69,69,53,61,74.0,62.0,81.0,36,26
63,69,77,64,65,62,68,65,63,65,75,66,81,77,61,82.0,62.0,74.0,52,38
75,58,90,80,66,75,73,64,79,72,71,75,84,65,66,85.0,65.0,84.0,42,42
62,69,66,62,61,67,56,66,68,60,69,65,85,61,63,80.0,64.0,89.0,39,41
77,68,82,79,66,81,73,64,68,73,66,64,79,62,67,83.0,65.0,82.0,43,43
79,78,83,76,62,73,81,74,70,85,76,60,67,83,66,81.0,68.0,87.0,46,34
76,74,87,80,77,82,85,71,76,82,74,73,82,85,69,85.0,70.0,86.0,49,37
71,51,63,60,50,54,74,52,58,70,44,51,74,50,66,83.0,72.0,86.0,46,33
80,72,78,78,71,76,76,65,77,83,62,75,76,79,72,90.0,75.0,77.0,42,31
53,74,69,49,73,69,56,76,63,62,75,58,73,81,64,75.0,74.0,73.0,43,42
83,78,78,80,72,82,76,67,78,82,82,75,81,80,74,93.0,77.0,85.0,58,43
62,70,75,68,75,66,73,69,79,76,79,74,84,81,69,88.0,76.0,82.0,52,37
54,72,72,65,61,74,70,63,72,73,69,72,93,77,67,81.0,75.0,83.0,50,48
80,71,87,78,70,77,70,68,74,79,80,78,76,75,69,84.0,78.0,86.0,47,46
69,80,82,74,79,76,83,84,79,88,85,77,80,89,78,86.0,81.0,77.0,54,40
72,71,80,73,71,74,68,72,74,66,72,71,77,89,64,81.0,78.0,85.0,50,36
79,80,79,80,68,77,83,77,81,92,71,83,72,81,76,90.0,86.0,82.0,53,47
73,84,65,69,73,65,77,74,63,73,74,64,73,81,54,79.0,90.0,76.0,41,39
68,68,83,70,68,83,80,65,76,79,78,75,79,81,77,90.0,91.0,86.0,52,38
85,86,82,83,80,82,88,88,75,92,91,72,77,89,77,85.0,91.0,81.0,51,46
86,90,81,84,81,79,81,82,73,85,75,70,83,92,62,97.0,94.0,88.0,51,49
87,82,82,85,78,78,87,81,78,87,88,73,81,85,82,92.0,92.0,94.0,55,55
80,73,82,75,71,65,66,62,72,69,58,75,71,62,62,75.0,43.0,50.0,50,47
52,60,77,50,59,69,44,53,67,50,50,64,77,51,68,71.0,44.0,77.0,34,36
70,52,78,64,51,76,55,59,78,54,62,75,102,52,71,74.0,42.0,60.0,41,42
63,48,77,63,42,61,53,56,77,46,64,75,80,49,68,74.0,50.0,76.0,37,38
84,82,82,87,69,79,80,78,77,76,75,73,82,65,67,89.0,52.0,77.0,51,49
56,65,76,65,67,70,62,63,74,60,68,67,71,58,62,72.0,51.0,76.0,41,37
69,67,79,64,65,74,61,52,80,54,63,75,69,48,73,81.0,53.0,80.0,42,30
77,68,75,81,65,77,70,66,73,70,70,79,77,66,69,83.0,54.0,62.0,51,48
63,59,85,66,60,78,63,64,70,62,64,72,71,60,69,79.0,61.0,85.0,41,28
65,63,71,61,58,50,67,47,55,73,63,53,72,59,61,84.0,58.0,84.0,47,35
76,74,80,72,63,78,64,69,72,74,70,74,77,64,68,77.0,60.0,90.0,42,31
61,69,70,60,58,69,60,59,66,64,64,68,78,51,66,76.0,63.0,81.0,42,39
69,80,80,67,65,78,71,63,72,73,83,72,81,84,73,90.0,65.0,91.0,50,36
72,63,85,76,60,77,74,51,80,69,59,77,95,68,75,82.0,63.0,84.0,47,46
71,63,78,71,67,78,70,62,67,66,69,59,75,66,70,74.0,68.0,84.0,44,45
87,73,83,84,55,77,76,67,73,82,74,63,75,76,63,91.0,70.0,71.0,51,45
73,75,74,74,70,77,76,58,76,75,57,78,89,76,80,87.0,72.0,85.0,47,46
77,76,88,81,62,69,79,52,67,80,72,72,84,63,76,86.0,70.0,93.0,44,47
84,70,84,80,61,77,74,68,72,75,59,71,84,76,65,84.0,73.0,81.0,49,47
85,69,75,80,58,78,74,71,70,71,71,67,81,72,67,85.0,72.0,83.0,45,45
64,64,79,69,67,70,78,78,75,81,81,73,69,78,71,88.0,72.0,86.0,52,46
70,74,80,73,65,71,60,73,75,69,82,75,77,82,75,85.0,74.0,90.0,51,51
81,73,79,82,69,78,82,67,76,84,75,63,94,84,72,84.0,73.0,89.0,48,36
67,72,83,67,69,72,68,74,75,70,72,73,74,75,70,81.0,77.0,81.0,51,50
71,86,78,74,82,65,75,78,70,73,79,65,80,98,63,77.0,76.0,0.0,51,38
77,81,84,75,83,79,74,85,80,74,85,77,77,88,70,81.0,82.0,74.0,53,39
81,73,84,84,76,79,81,66,80,79,76,81,80,84,73,92.0,88.0,88.0,47,35
88,89,92,89,93,91,91,79,87,89,82,84,98,94,83,94.0,94.0,95.0,57,42
91,86,94,92,90,90,90,83,94,94,89,91,99,99,88,95.0,98.0,98.0,58,43
57,64,68,56,55,63,49,60,56,47,60,54,52,60,44,49.0,47.0,66.0,28,21
60,61,68,58,50,38,66,47,62,72,72,67,81,67,57,71.0,56.0,72.0,41,43
78,78,84,76,78,83,73,71,85,84,76,83,76,77,76,92.0,77.0,84.0,51,51
80,77,81,74,65,77,78,61,77,77,69,75,77,78,79,85.0,80.0,88.0,43,44
73,82,72,73,67,60,74,69,55,80,64,64,75,78,70,61.0,79.0,89.0,47,45
68,73,75,68,60,62,67,62,75,70,70,76,70,86,72,85.0,81.0,91.0,52,50
78,84,82,77,73,74,87,71,74,86,75,70,85,81,77,90.0,82.0,92.0,54,49
80,81,79,81,72,78,88,77,71,84,81,73,72,78,74,95.0,83.0,84.0,46,43
82,86,84,88,89,76,79,83,71,73,76,54,82,88,77,95.0,84.0,72.0,53,52
62,74,69,64,69,64,56,76,74,68,78,70,68,78,67,88.0,83.0,82.0,48,42
74,81,82,79,76,75,78,68,79,79,74,78,72,80,72,92.0,87.0,95.0,47,48
92,86,85,91,78,86,83,77,86,83,81,87,92,88,88,94.0,87.0,97.0,57,56
67,79,79,72,86,75,70,78,78,76,83,73,78,90,75,84.0,93.0,82.0,48,45
59,82,72,67,71,69,65,75,74,69,83,68,87,88,71,87.0,91.0,68.0,50,38
66,68,81,73,62,84,74,75,85,84,83,86,90,84,79,94.0,94.0,94.0,56,54
83,94,78,78,80,78,84,88,81,90,89,79,79,86,78,84.0,93.0,84.0,51,38
72,56,70,74,52,51,62,43,71,69,55,69,72,45,72,69.0,40.0,90.0,39,38
54,63,73,53,63,73,52,63,63,53,69,63,82,68,61,60.0,44.0,65.0,39,35
70,59,80,69,61,67,61,65,86,65,53,79,65,53,75,71.0,50.0,73.0,40,28
73,71,79,65,63,78,74,63,75,69,69,69,77,60,71,87.0,51.0,77.0,41,30
61,68,76,66,71,68,65,66,62,64,75,57,75,62,61,64.0,52.0,72.0,41,36
85,81,75,84,68,74,78,67,77,80,74,74,83,68,73,94.0,55.0,83.0,50,48
77,69,82,69,60,69,77,53,73,79,67,77,81,62,76,89.0,59.0,94.0,54,49
60,70,81,59,66,69,61,71,68,62,81,61,72,59,66,75.0,65.0,63.0,46,39
70,75,83,69,62,78,71,58,74,72,76,79,88,62,71,81.0,68.0,92.0,41,30
91,72,58,79,66,61,75,71,63,79,75,47,70,65,59,57.0,64.0,66.0,47,44
66,70,84,64,65,83,69,64,71,65,77,71,90,72,71,75.0,66.0,87.0,49,46
82,81,93,83,67,89,86,69,81,81,82,78,88,75,81,82.0,66.0,92.0,51,38
63,63,85,63,67,85,60,68,74,72,73,75,75,60,76,52.0,67.0,94.0,43,42
64,57,78,61,59,61,2,0,2,60,39,68,71,47,65,70.0,39.0,72.0,32,24
51,60,67,44,49,56,37,48,54,33,43,49,65,57,63,62.0,50.0,80.0,29,19
74,70,71,70,57,71,80,64,75,82,68,70,83,74,78,89.0,47.0,97.0,48,47
60,67,73,66,57,64,51,48,59,59,59,59,78,64,62,66.0,56.0,82.0,41,42
66,77,73,60,72,68,61,63,67,63,61,66,71,71,59,89.0,57.0,67.0,45,42
59,55,82,60,51,76,65,39,71,72,54,74,101,56,72,82.0,60.0,74.0,37,43
67,55,76,64,51,75,45,62,63,60,58,63,0,52,1,1.0,63.0,32.0,37,27
65,61,73,60,66,67,65,61,68,60,72,72,72,67,69,66.0,62.0,84.0,44,40
56,61,71,66,64,60,55,52,73,58,64,69,71,65,72,60.0,64.0,76.0,33,31
65,71,63,57,62,58,68,66,57,55,61,58,63,77,66,82.0,66.0,60.0,50,37
78,58,78,76,49,78,74,53,67,73,70,71,73,74,76,87.0,68.0,72.0,49,47
59,67,83,60,58,77,53,50,69,49,64,64,76,62,70,62.0,70.0,92.0,37,38
76,60,84,78,65,81,67,63,78,69,69,75,77,76,76,89.0,68.0,90.0,44,42
80,72,88,79,66,84,82,58,75,77,74,72,72,61,75,92.0,68.0,67.0,49,46
68,64,82,64,66,81,61,67,77,75,77,74,76,73,76,85.0,70.0,92.0,45,48
63,78,78,62,71,78,52,61,73,55,59,74,68,77,75,74.0,75.0,68.0,44,32
74,75,79,68,69,78,68,65,73,68,73,68,72,70,73,66.0,73.0,88.0,47,35
54,71,80,61,76,78,52,63,68,67,71,75,66,82,72,77.0,75.0,65.0,43,31
61,54,71,59,53,57,66,59,72,60,59,77,72,59,68,77.0,76.0,68.0,41,43
75,78,80,74,77,78,63,77,69,73,85,72,78,84,66,89.0,77.0,97.0,53,49
79,76,80,82,77,72,75,78,73,77,75,75,2,82,60,84.0,75.0,69.0,46,46
79,62,76,73,51,70,63,70,73,65,71,74,80,68,75,80.0,71.0,83.0,43,43
85,79,82,84,58,78,84,69,79,77,71,72,83,64,68,89.0,71.0,78.0,44,32
74,83,78,73,75,75,68,82,84,81,74,85,100,70,76,92.0,68.0,91.0,49,35
79,77,89,74,68,82,59,64,83,61,77,77,91,79,88,75.0,71.0,95.0,48,47
91,69,86,84,68,88,90,71,81,90,74,79,91,73,86,97.0,70.0,97.0,50,50
57,74,75,48,65,75,60,60,64,60,72,64,76,71,71,69.0,73.0,86.0,40,41
66,70,75,65,63,73,58,64,71,65,66,69,79,71,74,79.0,74.0,76.0,50,37
81,84,85,78,77,72,76,75,78,68,78,76,60,68,76,86.0,73.0,91.0,49,36
81,81,74,81,73,65,76,78,63,73,73,54,84,71,73,93.0,74.0,71.0,51,50
75,76,67,74,75,66,63,82,69,71,87,69,76,84,73,63.0,74.0,80.0,49,36
61,84,75,64,78,67,59,70,70,63,72,69,77,72,64,64.0,77.0,78.0,42,43
61,77,67,62,67,62,53,69,69,60,66,68,94,72,66,70.0,83.0,64.0,46,34
70,75,82,63,73,73,69,80,82,67,82,77,82,75,71,86.0,82.0,90.0,54,53
72,74,88,75,76,82,76,80,80,75,75,83,86,80,84,88.0,84.0,81.0,52,52
75,83,87,75,73,81,73,75,74,73,82,68,101,89,76,91.0,87.0,91.0,52,39
55,69,63,62,71,57,68,84,50,65,82,33,3,77,46,68.0,88.0,2.0,46,44
80,67,84,83,69,76,90,71,77,88,76,75,80,78,75,93.0,92.0,89.0,49,50
71,72,76,73,71,74,80,74,70,80,77,73,77,78,75,81.0,92.0,90.0,49,36
71,91,85,74,83,83,79,87,76,79,87,77,84,94,80,72.0,94.0,91.0,51,37
50,60,77,58,53,75,55,50,72,47,49,69,62,48,62,55.0,60.0,87.0,35,37
55,37,72,50,34,62,47,47,66,46,58,63,83,54,69,,,,33,32
58,43,74,54,49,60,48,39,53,53,45,55,72,44,69,81.0,31.0,83.0,29,32
72,58,83,66,58,78,61,66,75,56,59,75,80,54,76,86.0,41.0,87.0,38,29
50,47,70,51,45,69,50,46,71,53,62,71,73,54,72,76.0,46.0,84.0,42,38
51,81,79,62,63,73,54,65,72,56,76,68,80,63,75,73.0,48.0,83.0,43,41
69,76,70,64,67,54,51,41,64,39,44,57,71,58,60,77.0,49.0,85.0,45,32
