10ASub1,10ASub2,10ASub3,10BSub1,10BSub2,10BSub3,11ASub1,11ASub2,11ASub3,11BSub1,11BSub2,11BSub3,12ASub1,12ASub2,12ASub3,12BSub1,12BSub2,12BSub3,TestNG3,TestSG3,學校,入學管道
88,78,85,76,66,89,75,64,84,78,78,75,66,67,80,77,62,80,49,50,國立政治大學,考試分發
80,59,77,83,57,78,81,61,73,79,62,71,74,58,75,91,62,89,47,36,國立成功大學,個人申請
83,61,81,83,62,83,90,56,81,84,68,78,83,63,85,100,60,90,54,51,新加坡南洋理工大學,國外大學
88,73,76,83,66,71,76,52,67,88,60,66,85,59,74,94,59,95,45,34,國立臺灣大學,考試分發
96,79,85,95,77,85,96,72,83,97,76,77,92,76,84,91,58,99,52,54,國立政治大學,個人申請
90,58,85,90,73,81,90,63,82,83,69,85,85,62,81,92,63,86,51,49,國立陽明交通大學,考試分發
88,73,79,87,62,76,88,60,80,78,67,70,81,64,74,96,62,88,46,47,明尼蘇達大學-雙城校區,國外大學
90,75,77,94,77,78,87,73,76,89,72,76,86,71,71,87,65,83,50,37,國立中山大學,個人申請
92,72,82,90,69,80,88,63,78,87,68,70,82,63,75,91,64,93,45,45,國立中山大學,考試分發
96,86,92,89,78,87,93,71,88,93,85,85,89,89,83,90,68,99,56,56,中山醫學大學,繁星推薦
80,62,77,82,61,75,81,57,78,82,68,74,79,64,71,90,73,92,45,35,中國醫藥大學,考試分發
86,77,84,89,68,83,84,67,76,86,79,76,80,77,76,85,74,91,53,39,國立臺灣大學,考試分發
92,70,74,86,69,65,94,65,67,93,62,59,87,63,65,94,71,88,47,46,國立東華大學,考試分發
95,78,76,90,77,77,93,70,74,90,69,75,86,73,75,89,76,84,54,48,國防醫學院,軍校招生 
97,88,82,96,73,84,94,79,84,94,82,76,92,82,82,100,77,1,57,42,新加坡南洋理工大學,國外大學
85,62,68,79,55,71,76,52,66,73,66,72,71,72,66,93,80,84,47,35,亞利桑那州立大學(ASU),國外大學
94,81,78,92,66,77,92,72,79,88,74,69,85,73,71,95,81,87,47,35,-,-
88,89,83,93,76,81,90,74,82,93,86,79,88,86,75,90,85,80,52,38,國立臺灣大學,考試分發
94,91,85,95,86,87,91,90,83,89,92,86,84,93,87,90,88,80,59,58,國立陽明交通大學,個人申請
84,82,69,92,82,81,92,84,76,90,88,72,87,92,59,100,92,93,54,39,國立陽明交通大學,個人申請
93,85,86,95,83,84,90,78,82,97,93,76,92,86,82,100,89,100,54,40,英屬哥倫比亞大學(UBC),國外大學
89,81,84,88,76,85,93,78,79,94,87,78,84,86,73,93,91,84,54,40,中山醫學大學,考試分發
92,74,80,91,77,83,92,82,80,93,85,80,89,90,75,94,90,92,56,53,國立成功大學,個人申請
94,89,86,90,83,85,85,87,85,83,91,83,84,93,82,94,93,92,57,57,日本東北大學,國外大學
94,80,90,92,79,84,93,73,87,89,85,84,89,87,86,97,95,97,51,52,國立陽明交通大學,考試分發
91,78,87,95,82,91,93,93,82,94,98,83,90,94,83,93,94,79,58,54,高雄醫學大學,個人申請
95,93,89,95,88,97,97,96,92,98,97,88,94,100,91,97,98,93,59,44,國立陽明交通大學,繁星推薦
87,67,82,85,61,75,80,49,72,74,49,63,72,47,69,87,60,95,37,40,國立臺南藝術大學,個人申請
66,56,73,54,43,70,62,58,75,56,55,59,79,31,60,36,27,83,36,35,東海大學,個人申請
0,6,0,2,4,1,54,64,82,51,59,75,83,46,69,70,43,87,42,41,國立中興大學,考試分發
81,66,85,84,61,82,86,62,73,86,74,71,63,62,66,90,49,78,45,46,-,-
67,50,80,59,45,77,40,60,76,41,48,74,63,41,68,68,52,81,32,34,-,-
68,60,71,72,59,52,65,50,80,73,72,67,72,62,70,82,51,86,44,33,國立中山大學,個人申請
81,64,84,80,61,79,73,59,77,77,60,65,69,51,79,90,52,84,50,48,國立成功大學,個人申請
81,60,81,70,65,73,64,64,67,59,63,59,75,52,66,85,53,88,45,41,國立臺灣海洋大學,考試分發
64,53,60,57,58,57,62,65,47,55,68,46,83,59,61,53,57,80,38,26,高雄醫學大學,考試分發
67,66,73,64,67,69,61,68,73,64,65,71,77,56,76,81,60,93,45,45,臺灣科技大學,個人申請
67,66,88,65,61,78,67,59,80,60,72,70,95,61,68,81,62,76,44,45,國立臺北大學,個人申請
77,76,77,79,65,71,73,65,72,78,63,70,82,54,73,90,59,89,48,42,國立中興大學,個人申請
85,61,79,81,66,81,77,72,80,75,67,78,81,62,71,89,62,88,47,47,臺灣科技大學,個人申請
82,71,77,86,75,74,91,67,75,92,73,76,76,64,75,95,60,84,51,49,國立清華大學,個人申請
60,66,72,53,62,63,53,58,68,50,60,74,71,56,65,80,62,84,43,43,中山醫學大學,考試分發
67,67,82,64,60,76,72,61,82,74,73,87,101,65,72,91,59,89,48,47,長庚大學,考試分發
66,63,77,65,59,77,55,49,71,59,66,72,77,59,63,90,58,85,44,42,國立中正大學,個人申請
73,74,77,76,59,68,67,56,74,66,69,63,60,51,67,81,61,82,39,39,-,-
77,81,80,74,77,74,79,76,79,72,83,75,89,66,66,80,60,84,46,34,國立中興大學,考試分發
77,70,75,76,65,77,70,63,73,70,71,68,82,67,71,79,61,79,49,46,國立成功大學,考試分發
84,79,71,80,71,73,83,75,71,72,77,71,73,70,77,87,59,78,51,38,國立陽明交通大學,考試分發
67,51,69,69,49,58,52,44,71,61,52,74,63,53,71,73,62,74,39,40,中山醫學大學,考試分發
79,61,87,77,59,84,66,58,80,76,66,84,89,55,73,88,62,86,43,42,國立中正大學,考試分發
78,79,85,80,71,76,79,65,74,77,71,72,82,59,68,94,64,87,48,48,國立高雄大學,考試分發
75,74,82,79,70,76,73,70,80,79,69,85,67,65,76,85,63,87,52,50,高雄醫學大學,個人申請
78,58,84,80,62,79,83,56,82,84,63,83,92,49,77,95,63,89,47,51,國立中山大學,考試分發
84,70,78,85,60,75,80,71,79,89,79,83,71,76,73,95,64,84,52,48,國立中央大學,個人申請
65,62,74,67,71,77,61,51,76,73,73,74,85,65,64,92,68,84,44,42,國立中正大學,考試分發
69,75,79,67,67,73,69,60,76,80,73,71,61,65,74,79,67,84,49,44,國立中央大學,個人申請
80,87,79,71,85,72,57,73,78,63,75,73,59,66,68,78,64,79,42,40,國立臺灣師範大學,個人申請
76,62,78,78,64,82,79,73,84,78,73,74,78,74,75,94,67,84,49,50,國立中山大學,個人申請
58,66,75,60,63,72,65,66,74,64,64,69,81,58,71,89,66,84,49,49,國立成功大學,個人申請
78,75,82,81,83,83,82,76,75,83,70,80,83,85,78,89,68,77,54,53,國立臺灣大學,個人申請
85,74,87,84,79,91,92,70,86,93,75,90,102,76,84,97,71,90,51,49,國立臺灣大學,繁星推薦
86,81,80,85,77,82,84,73,80,87,81,74,82,75,72,95,73,84,50,48,高雄醫學大學,考試分發
67,74,84,68,69,72,72,60,74,65,65,69,72,54,68,92,78,83,41,40,國立中正大學,考試分發
77,90,85,82,85,82,83,82,70,84,82,72,84,83,70,94,82,76,51,38,國立臺灣大學,考試分發
71,86,82,84,80,83,66,72,83,78,90,82,77,78,75,89,84,86,53,50,國立清華大學,考試分發
93,99,92,89,87,86,87,92,86,89,88,87,92,92,79,95,84,86,55,56,馬偕醫學院,個人申請
51,59,76,51,54,68,34,51,51,34,49,52,72,44,58,61,62,83,35,33,中山醫學大學,個人申請
69,59,76,71,34,70,60,49,67,64,60,69,96,55,61,85,62,80,35,35,國立中興大學,考試分發
78,70,88,70,62,89,66,42,83,76,52,81,87,64,87,87,79,89,40,44,國立臺灣師範大學,個人申請
86,63,75,87,59,62,75,45,66,77,62,69,84,85,77,93,85,61,50,54,國立政治大學,個人申請
89,66,95,91,58,94,95,58,85,89,51,74,85,55,87,97,85,95,46,49,國立政治大學,個人申請
71,68,77,68,60,75,67,45,72,64,56,67,86,74,74,85,84,60,26,38,國立嘉義大學,考試分發
76,69,84,80,66,86,82,56,77,83,66,72,77,80,87,94,87,89,39,54,國立中山大學,個人申請
66,68,76,71,68,81,73,70,81,74,74,76,85,84,82,88,88,87,33,46,國立中山大學,個人申請
77,72,76,80,78,74,77,66,73,81,78,68,80,80,71,93,91,80,30,41,國立中正大學,個人申請
59,65,76,52,58,76,54,58,69,53,58,70,82,69,73,64,90,59,23,36,國立屏東大學,考試分發
69,61,67,66,61,63,52,56,76,61,64,71,84,78,75,89,90,93,30,44,國立臺北大學,個人申請
62,39,47,60,58,41,52,44,45,42,48,41,21,29,30,24,23,6,21,27,-,-
61,51,82,63,54,81,63,44,68,61,62,59,85,45,66,76,28,62,24,38,-,-
50,36,68,51,41,74,30,60,54,35,61,49,62,42,58,20,35,35,27,39,國立臺南大學,考試分發
50,54,84,55,51,77,59,45,74,63,45,75,74,41,77,82,42,84,26,40,國立臺灣師範大學,考試分發
49,38,65,43,37,46,35,44,42,28,41,35,77,32,50,60,40,66,12,22,國立東華大學,考試分發
60,50,72,55,42,68,55,43,54,49,44,47,76,45,59,36,41,47,21,33,國立高雄師範大學,考試分發
68,61,83,68,57,70,81,58,71,78,60,71,73,69,79,89,45,66,38,52,國立政治大學,考試分發
83,46,75,70,49,67,81,43,69,78,44,68,74,55,65,91,50,87,27,39,輔仁大學,個人申請
66,52,79,67,57,76,72,53,75,74,70,73,94,49,81,87,55,94,26,39,東吳大學,考試分發
55,61,76,52,49,67,50,56,71,49,53,64,78,58,56,61,44,60,24,36,國立臺南大學,考試分發
55,60,72,58,62,67,66,60,68,68,62,54,66,64,68,30,61,79,33,44,東吳大學,考試分發
65,56,71,61,53,71,55,52,66,67,53,64,68,65,67,80,60,90,26,39,東吳大學,考試分發
85,59,60,82,53,59,91,60,64,80,58,62,83,61,62,97,59,72,37,50,國立政治大學,考試分發
58,45,83,50,35,63,65,41,83,55,53,72,79,60,74,87,61,88,43,49,國立成功大學,考試分發
76,65,78,75,52,69,72,58,71,75,58,74,64,61,73,84,62,84,38,44,國立成功大學,考試分發
32,39,58,33,40,53,33,31,55,42,33,50,29,33,56,38,1,2,15,23,-,-
58,48,63,48,42,51,58,41,61,1,2,1,0,1,0,1,1,2,29,41,國立臺灣師範大學,考試分發
33,43,70,28,41,62,41,47,58,39,63,65,71,42,66,62,26,88,20,32,銘傳大學,考試分發
58,45,71,56,40,47,54,64,70,62,66,70,77,63,76,86,24,61,34,41,國立臺灣師範大學,考試分發
78,73,82,76,62,76,72,64,82,65,72,79,69,65,79,71,33,85,40,47,國立成功大學,個人申請
61,51,68,56,28,63,51,51,65,49,61,55,83,29,65,62,32,81,18,30,國立臺南藝術大學,個人申請
67,60,75,61,47,77,48,59,68,53,53,67,85,46,68,63,38,60,19,33,逢甲大學,個人申請
54,36,78,54,42,75,58,58,71,59,72,73,78,64,79,71,42,88,32,40,國立臺南大學,考試分發
64,65,81,61,62,61,60,45,80,60,48,77,60,54,81,61,42,74,19,33,國立臺南大學,考試分發
75,49,87,76,46,80,68,63,79,62,72,78,86,48,71,76,45,82,20,35,國立屏東大學,個人申請
62,61,85,60,60,76,53,45,74,56,47,70,81,53,72,70,62,84,37,41,國立中正大學,考試分發
63,64,75,51,46,72,42,48,67,41,40,65,78,44,67,59,61,60,28,33,國立東華大學,個人申請
72,47,75,68,48,64,66,46,77,68,47,77,77,40,78,81,60,85,39,46,國立清華大學,個人申請
77,60,81,77,63,76,65,59,76,61,45,73,99,61,70,78,59,83,23,35,國立臺南大學,考試分發
79,43,86,78,50,73,73,54,73,69,68,77,83,73,74,90,59,89,32,45,國立暨南國際大學,考試分發
94,47,84,96,61,81,89,61,81,93,61,79,80,64,84,90,63,82,34,48,國立臺灣大學,個人申請
83,56,77,71,53,71,69,65,76,75,71,75,94,59,72,89,60,74,42,49,國立臺灣海洋大學,個人申請
86,57,85,80,52,81,73,60,82,64,49,84,88,68,89,93,60,86,47,53,國立臺灣大學,個人申請
60,66,67,60,62,69,59,68,67,61,64,72,80,64,74,79,65,84,34,47,國立政治大學,考試分發
60,47,70,55,54,67,61,53,73,64,65,74,85,77,81,85,66,80,37,52,國立臺灣大學,考試分發
69,55,79,66,50,76,76,63,79,76,73,74,77,70,73,89,72,85,33,47,國立成功大學,考試分發
77,59,87,77,72,85,87,75,85,84,75,83,85,78,80,92,72,83,37,52,國立臺北大學,個人申請
53,70,70,58,72,67,39,43,73,1,65,2,82,60,66,65,73,79,27,40,國立臺北教育大學,個人申請
49,47,74,57,52,68,41,74,76,47,81,72,81,59,67,66,76,86,24,36,國立臺東大學,個人申請
90,63,83,86,61,81,82,83,77,82,79,82,96,82,79,97,79,89,39,53,國立政治大學,個人申請
66,67,74,60,62,66,62,65,65,65,77,71,72,69,71,80,82,89,33,47,國立臺北大學,考試分發
81,84,81,83,73,56,74,78,59,77,77,69,94,76,75,78,83,1,39,51,國立政治大學,考試分發
65,71,78,73,62,78,70,69,79,75,71,77,84,80,79,87,86,88,35,48,國立政治大學,考試分發
67,66,77,71,58,67,70,65,77,66,63,79,79,76,75,84,85,90,37,50,國立政治大學,個人申請
86,68,85,81,62,81,91,86,89,87,86,85,92,71,86,94,89,88,32,47,國立中正大學,個人申請
80,81,85,75,80,78,81,76,89,76,79,86,80,86,84,97,91,87,38,53,國立政治大學,繁星推薦
91,76,87,91,80,82,92,73,89,86,76,84,84,84,84,88,92,83,36,50,國立臺北藝術大學,繁星推薦
58,68,76,62,72,71,69,68,75,71,84,72,96,89,76,81,96,88,45,50,國立政治大學,個人申請
87,86,84,84,78,76,93,81,78,90,83,80,74,84,81,95,98,82,48,52,國立臺灣大學,考試分發
60,60,80,69,56,75,79,62,64,68,55,62,71,49,66,80,13,39,25,36,-,-
89,67,81,81,62,81,81,60,72,85,60,74,83,66,77,94,64,83,32,45,國立臺灣師範大學,考試分發
77,59,74,75,65,74,74,62,78,75,67,80,78,78,73,76,62,94,33,47,國立臺北大學,考試分發
73,55,67,67,37,62,64,47,64,59,52,51,85,57,62,81,66,83,26,37,中原大學,考試分發
73,75,79,70,74,82,81,77,76,82,79,65,70,74,70,86,67,84,44,50,國立中興大學,個人申請
63,71,69,63,59,81,81,74,62,85,74,58,12,82,57,82,69,49,32,44,國立政治大學,考試分發
86,65,81,83,64,82,92,69,77,91,73,77,84,74,80,94,72,64,38,53,國立臺北大學,個人申請
71,71,79,83,76,81,84,69,80,88,71,76,66,80,67,80,75,88,46,52,國立政治大學,個人申請
71,61,78,73,61,76,86,77,75,82,80,74,81,61,64,87,76,86,39,42,國立成功大學,特教考試
54,58,73,51,64,60,63,63,65,65,75,61,70,78,62,82,73,78,31,43,國立中正大學,考試分發
55,57,80,66,58,81,69,66,74,76,75,74,79,78,74,85,81,71,41,47,國立清華大學,個人申請
44,58,80,48,60,80,59,64,75,64,64,75,85,73,74,80,80,89,31,45,國立臺灣藝術大學,考試分發
85,70,84,83,66,84,93,69,85,92,67,80,90,71,79,93,82,92,37,50,國立成功大學,個人申請
61,59,77,74,64,77,74,66,80,75,61,80,71,76,77,86,84,83,35,49,國立中正大學,個人申請
81,55,86,79,56,75,80,62,80,86,78,80,91,61,85,97,81,95,34,48,國立政治大學,考試分發
65,59,67,72,58,53,84,60,66,91,70,66,74,84,65,92,85,84,36,50,國立政治大學,個人申請
76,81,81,76,69,75,91,91,87,92,83,79,70,91,68,89,87,89,52,56,國立臺灣大學,個人申請
97,80,93,98,84,88,98,72,91,98,82,89,100,89,97,101,98,100,50,54,國立臺灣大學,繁星推薦
57,70,68,47,50,59,36,45,67,37,23,65,77,41,55,15,31,0,17,25,-,-
60,40,64,52,48,60,48,40,62,48,60,64,86,51,64,67,40,83,29,36,東吳大學,考試分發
64,60,72,75,61,77,64,52,75,75,61,78,90,70,90,73,42,59,41,48,國立政治大學,考試分發
62,66,60,62,62,61,61,66,61,52,62,59,79,74,48,71,42,92,33,39,國立東華大學,特教考試
75,61,81,65,51,77,63,58,77,64,61,78,71,62,80,75,42,88,33,45,國立臺北大學,考試分發
62,50,72,62,47,68,66,50,72,67,54,69,77,62,69,87,53,80,38,46,東吳大學,個人申請
81,63,76,75,50,72,71,50,63,64,50,62,72,61,82,1,58,85,33,48,國立中正大學,考試分發
49,38,61,51,37,47,45,51,66,42,54,63,83,41,70,60,59,88,37,39,輔仁大學,考試分發
72,52,81,70,45,74,74,54,80,78,55,75,76,73,78,90,60,77,23,38,輔仁大學,個人申請
49,56,71,55,68,69,57,46,75,46,48,68,90,60,74,67,64,81,32,37,國立臺灣體育運動大學,考試分發
60,68,74,54,69,64,61,64,66,64,70,57,73,79,69,78,71,86,29,41,國立中正大學,考試分發
69,66,69,68,47,55,58,62,62,62,68,64,77,61,73,83,69,62,41,46,國立臺北大學,個人申請
83,42,76,82,34,59,73,40,74,65,21,75,87,69,76,64,72,58,26,38,國立政治大學,特教考試
51,64,85,60,57,82,38,40,75,29,51,71,80,74,80,61,77,86,47,49,國立成功大學,考試分發
82,72,77,83,67,81,85,73,76,92,76,71,85,82,76,97,79,81,52,55,國立臺灣大學,考試分發
60,49,78,61,49,77,53,41,74,49,60,69,78,60,73,69,78,82,35,39,淡江大學,考試分發
60,77,78,63,69,68,67,70,80,68,71,70,102,71,75,83,59,94,47,46,臺北醫學大學,考試分發
73,73,77,69,69,74,61,66,74,68,65,69,65,66,75,88,61,94,48,47,國立彰化師範大學,考試分發
85,73,83,84,64,79,85,67,76,86,63,74,73,71,79,86,60,84,47,35,國立中山大學,個人申請
60,68,70,64,71,73,60,78,68,59,80,74,65,62,71,67,60,86,45,33,國立臺灣師範大學,個人申請
78,70,79,72,63,80,70,63,74,75,66,74,85,74,82,88,60,86,50,49,國立臺灣師範大學,個人申請
41,68,60,45,65,61,43,71,70,43,71,67,71,69,69,49,65,83,40,38,輔仁大學,考試分發
62,73,72,58,60,65,54,62,63,52,61,66,95,65,70,78,61,88,40,37,逢甲大學,個人申請
77,65,79,67,67,70,77,77,74,75,76,75,71,72,74,87,65,87,48,45,國立中山大學,個人申請
65,58,76,64,54,78,67,67,73,69,81,61,86,64,75,73,64,95,45,33,國立高雄師範大學,考試分發
70,67,84,72,58,76,77,63,73,81,74,80,82,70,74,95,66,93,49,49,國立政治大學,考試分發
74,82,84,75,69,77,73,70,76,75,76,70,77,67,79,89,65,90,48,48,國立中興大學,考試分發
62,65,72,55,72,65,59,66,65,65,76,68,78,68,68,79,72,85,45,45,國立成功大學,個人申請
70,79,77,73,76,75,78,65,71,75,72,67,80,76,78,80,72,91,49,37,國立成功大學,個人申請
94,56,69,88,62,58,93,62,67,94,73,58,73,70,73,90,71,87,50,37,-,-
78,66,75,82,62,78,86,69,76,85,69,72,81,78,75,86,74,87,50,36,國立成功大學,考試分發
63,68,67,59,73,65,63,66,62,70,75,69,83,67,69,89,74,85,48,47,國立成功大學,考試分發
79,83,80,84,72,80,87,77,76,87,74,75,81,80,83,83,74,93,55,52,國立陽明交通大學,個人申請
91,72,87,87,66,86,74,73,84,80,77,83,82,65,75,94,70,90,55,40,國立成功大學,個人申請
63,67,70,66,62,60,70,69,72,70,72,65,74,66,62,89,73,44,47,34,國立成功大學,考試分發
81,65,78,74,64,73,76,61,69,72,73,63,70,68,68,94,70,88,55,42,國立成功大學,個人申請
63,72,74,72,67,59,55,63,69,66,62,70,41,64,30,83,70,86,23,13,-,-
74,86,79,65,77,74,65,70,81,75,80,85,90,81,80,84,73,96,52,37,國立成功大學,考試分發
90,68,84,90,67,72,86,69,73,81,72,72,58,76,62,89,73,66,50,47,國立成功大學,個人申請
58,70,66,67,65,64,63,64,75,73,67,72,75,62,64,94,76,63,50,48,國立成功大學,個人申請
73,86,79,82,77,76,82,73,76,78,81,74,68,75,64,80,73,42,48,36,東海大學,考試分發
73,69,80,66,70,75,77,72,80,79,78,76,74,76,64,91,76,59,50,36,國立陽明交通大學,個人申請
79,71,80,83,67,77,74,73,74,74,79,72,72,73,69,78,79,89,50,46,國立成功大學,考試分發
80,83,80,81,81,81,79,78,76,75,82,62,88,90,69,95,84,96,51,38,國立清華大學,個人申請
76,70,83,70,63,75,65,64,71,66,65,70,82,67,60,81,84,58,44,42,國立中山大學,考試分發
87,89,87,84,89,86,90,80,78,90,84,82,89,87,74,95,87,93,55,51,國立成功大學,個人申請
92,89,91,89,79,87,95,81,88,98,87,84,90,91,88,99,84,99,59,58,國立臺灣大學,個人申請
79,77,78,76,60,69,72,74,79,84,81,77,68,74,68,92,85,68,52,39,國立成功大學,考試分發
80,81,91,81,78,87,80,82,84,88,78,85,75,83,84,94,89,96,56,41,國立陽明交通大學,個人申請
92,90,86,89,85,81,93,90,87,91,87,85,98,89,88,97,90,93,58,43,國立臺灣大學,個人申請
68,65,79,60,62,74,47,50,73,33,55,73,68,36,43,59,44,23,29,32,-,-
68,64,79,64,52,76,55,35,78,57,61,73,79,41,54,70,62,88,38,28,-,-
65,55,69,66,58,65,63,63,75,65,62,69,61,54,51,81,58,60,39,29,國立嘉義大學,個人申請
83,81,84,88,74,78,83,75,81,80,78,80,76,71,75,2,59,2,47,46,國立成功大學,考試分發
72,58,64,75,62,50,70,44,66,64,52,56,80,50,48,81,52,81,46,38,國立高雄師範大學,考試分發
64,72,76,65,65,73,63,56,78,71,69,71,77,53,67,75,52,83,46,46,國立高雄大學,考試分發
82,79,73,77,71,68,70,71,64,71,74,70,68,66,62,89,50,83,45,32,逢甲大學,個人申請
51,57,75,44,59,71,42,37,57,39,39,45,78,53,65,61,58,81,41,27,國立高雄大學,個人申請
59,80,74,71,76,66,60,67,63,62,78,65,68,68,64,61,59,82,38,26,逢甲大學,考試分發
69,69,78,73,67,75,65,58,80,60,66,80,68,59,72,62,58,75,40,28,國立臺中教育大學,個人申請
62,74,74,60,62,65,55,63,59,62,75,63,64,56,69,68,49,76,39,27,淡江大學,考試分發
74,60,73,70,63,68,66,49,73,58,52,66,80,56,65,80,49,76,42,46,元智大學,考試分發
90,70,85,82,53,76,79,61,63,83,72,62,73,59,72,0,52,86,41,42,長庚大學,考試分發
78,66,79,79,55,66,76,60,63,71,61,54,71,50,68,77,58,76,39,28,長榮大學,考試分發
83,77,75,76,64,76,63,64,59,62,76,60,94,61,67,74,62,80,52,42,國立成功大學,個人申請
77,78,76,70,68,68,75,68,68,77,81,63,76,67,72,85,59,82,45,33,國立成功大學,考試分發
79,61,78,73,61,73,74,51,70,69,61,70,68,49,79,93,60,90,45,34,國立臺北大學,考試分發
81,64,77,77,56,68,80,45,67,79,51,71,81,64,74,95,60,84,44,44,國立高雄師範大學,考試分發
61,73,77,68,59,77,66,60,71,73,65,69,65,57,65,80,61,82,42,31,國立中正大學,考試分發
64,74,81,70,67,82,75,73,78,80,73,70,79,74,80,90,63,81,53,40,國立成功大學,個人申請
53,66,68,64,64,71,61,60,65,60,73,63,73,72,68,74,62,77,54,53,國立成功大學,個人申請
65,59,69,63,58,64,69,59,69,76,66,71,83,66,71,81,64,82,42,40,國立中正大學,考試分發
74,72,78,67,69,75,71,78,72,78,76,68,73,70,75,80,65,84,46,45,國立成功大學,考試分發
78,70,71,75,67,60,67,79,72,67,72,75,87,62,72,75,68,72,47,49,國立中央大學,個人申請
54,79,73,56,67,63,51,56,63,58,74,56,86,65,70,80,67,84,46,45,國立中興大學,個人申請
72,84,72,70,82,60,70,79,67,70,83,72,87,78,63,74,69,89,53,39,國立清華大學,考試分發
83,70,87,83,71,81,83,64,82,78,73,76,86,77,72,94,71,83,50,49,國立成功大學,考試分發
69,82,77,78,78,68,72,75,69,71,72,73,75,71,64,75,68,83,48,46,國立中山大學,個人申請
71,76,76,75,67,73,87,71,71,92,72,70,87,78,69,80,70,79,54,40,國立成功大學,個人申請
77,88,76,79,77,80,84,81,73,77,83,70,75,76,74,85,74,63,45,42,國立陽明交通大學,個人申請
87,78,82,87,71,73,77,81,82,84,74,74,70,72,72,79,74,78,46,33,國立臺灣師範大學,個人申請
73,71,80,69,63,74,68,73,76,76,72,74,93,76,75,86,79,83,51,50,國立成功大學,個人申請
77,78,84,81,75,85,78,79,78,76,72,76,73,84,70,2,76,78,50,47,國立臺灣大學,考試分發
71,73,76,70,70,67,71,70,70,70,75,63,67,75,73,73,78,85,51,44,國立成功大學,個人申請
65,82,87,69,70,77,64,80,73,76,82,77,78,73,74,83,80,86,50,45,國立成功大學,考試分發
83,67,82,82,84,83,90,77,77,89,83,80,87,86,84,95,80,73,55,40,國立陽明交通大學,個人申請
79,81,90,81,77,84,85,79,81,86,85,83,76,81,83,80,85,88,50,48,國立清華大學,考試分發
82,87,83,81,84,76,84,86,72,85,85,72,79,90,71,85,86,84,54,52,國立清華大學,考試分發
81,85,84,84,92,81,81,87,78,87,90,80,80,96,70,70,87,85,53,39,國立臺灣大學,考試分發
56,72,64,56,60,62,59,43,62,46,57,51,61,39,61,76,62,76,31,25,-,-
55,57,66,64,58,58,65,59,59,64,66,56,70,42,67,50,60,78,41,39,元智大學,個人申請
67,45,80,64,46,78,52,49,78,45,62,69,76,42,63,0,1,2,29,33,-,-
68,68,68,64,52,59,59,61,64,62,61,56,71,63,56,65,32,71,37,34,國立高雄師範大學,考試分發
53,68,76,46,64,69,46,47,68,52,42,68,68,45,63,63,35,76,39,41,國立聯合大學,考試分發
63,65,76,54,70,72,67,60,76,72,66,68,77,58,69,69,39,72,36,26,國立宜蘭大學,考試分發
50,71,77,49,59,53,46,51,72,55,52,74,75,68,69,67,60,76,41,30,國立雲林科技大學,科大申請
67,68,77,61,73,73,64,67,72,58,67,61,77,61,60,80,62,89,44,44,國立彰化師範大學,考試分發
72,71,81,71,71,73,60,54,54,74,72,72,87,75,73,74,60,86,45,43,國立臺灣科技大學,科大申請
55,77,74,62,62,65,63,62,69,66,70,72,73,44,69,85,58,81,48,46,國立成功大學,個人申請
76,65,73,72,60,63,76,61,67,79,72,58,73,63,64,82,62,83,40,42,國立中興大學,考試分發
83,70,75,77,51,68,77,68,73,72,68,70,74,48,70,77,60,81,44,43,國立中正大學,考試分發
73,83,88,73,84,84,82,74,77,77,73,83,80,76,77,90,63,80,54,53,國立陽明交通大學,個人申請
60,45,76,58,74,60,58,71,70,62,73,74,86,74,63,78,60,66,48,47,國立中正大學,個人申請
69,42,66,59,52,72,52,47,69,48,46,69,69,53,61,74,62,81,36,26,-,-
63,69,77,64,65,62,68,65,63,65,75,66,81,77,61,82,62,74,52,38,國立成功大學,個人申請
75,58,90,80,66,75,73,64,79,72,71,75,84,65,66,85,65,84,42,42,國立高雄大學,考試分發
62,69,66,62,61,67,56,66,68,60,69,65,85,61,63,80,64,89,39,41,國立中興大學,考試分發
77,68,82,79,66,81,73,64,68,73,66,64,79,62,67,83,65,82,43,43,國立高雄大學,個人申請
79,78,83,76,62,73,81,74,70,85,76,60,67,83,66,81,68,87,46,34,國立臺灣師範大學,考試分發
76,74,87,80,77,82,85,71,76,82,74,73,82,85,69,85,70,86,49,37,國立中正大學,個人申請
71,51,63,60,50,54,74,52,58,70,44,51,74,50,66,83,72,86,46,33,國立中興大學,考試分發
80,72,78,78,71,76,76,65,77,83,62,75,76,79,72,90,75,77,42,31,逢甲大學,考試分發
53,74,69,49,73,69,56,76,63,62,75,58,73,81,64,75,74,73,43,42,國立成功大學,考試分發
83,78,78,80,72,82,76,67,78,82,82,75,81,80,74,93,77,85,58,43,國立陽明交通大學,個人申請
62,70,75,68,75,66,73,69,79,76,79,74,84,81,69,88,76,82,52,37,國立清華大學,個人申請
54,72,72,65,61,74,70,63,72,73,69,72,93,77,67,81,75,83,50,48,國立臺灣大學,考試分發
80,71,87,78,70,77,70,68,74,79,80,78,76,75,69,84,78,86,47,46,國立政治大學,考試分發
69,80,82,74,79,76,83,84,79,88,85,77,80,89,78,86,81,77,54,40,國立成功大學,個人申請
72,71,80,73,71,74,68,72,74,66,72,71,77,89,64,81,78,85,50,36,國立成功大學,考試分發
79,80,79,80,68,77,83,77,81,92,71,83,72,81,76,90,86,82,53,47,國立成功大學,考試分發
